Epoch,Var D
0,0.0010000000474974513
100,-0.003657352179288864
200,-0.011532831005752087
300,0.0019027423113584518
400,0.00900755450129509
500,-0.008398422040045261
600,-0.01994352601468563
700,-0.02401738427579403
800,-0.02439643256366253
900,-0.022259069606661797
1000,-0.017839469015598297
1100,-0.0117330402135849
1200,-0.0047388216480612755
1300,0.0025087054818868637
1400,0.010193517431616783
1500,0.018230533227324486
1600,0.026479538530111313
1700,0.03483397513628006
1800,0.043293584138154984
1900,0.051839303225278854
2000,0.06052418053150177
2100,0.0693812370300293
2200,0.07842490077018738
2300,0.08769464492797852
2400,0.09718536585569382
2500,0.1068810373544693
2600,0.11677811294794083
2700,0.12684600055217743
2800,0.13707980513572693
2900,0.14745673537254333
3000,0.15796302258968353
3100,0.16860336065292358
3200,0.17936143279075623
3300,0.19023995101451874
3400,0.20124146342277527
3500,0.21235688030719757
3600,0.223592147231102
3700,0.2349478155374527
3800,0.24641764163970947
3900,0.2580048739910126
4000,0.2697124183177948
4100,0.28152477741241455
4200,0.2934529185295105
4300,0.3054933249950409
4400,0.3176305890083313
4500,0.32987111806869507
4600,0.34221044182777405
4700,0.3546365201473236
4800,0.3671445846557617
4900,0.379733681678772
5000,0.3924100399017334
5100,0.4051659107208252
5200,0.4179556965827942
5300,0.43071994185447693
5400,0.4434434771537781
5500,0.45614615082740784
5600,0.46886226534843445
5700,0.4816310703754425
5800,0.49449944496154785
5900,0.5075181722640991
6000,0.5207326412200928
6100,0.5341827869415283
6200,0.5479093790054321
6300,0.5619717240333557
6400,0.5764579176902771
6500,0.5914061069488525
6600,0.6067631840705872
6700,0.6222114562988281
6800,0.6370313167572021
6900,0.6505088806152344
7000,0.6621963977813721
7100,0.6722484230995178
7200,0.6806749701499939
7300,0.6873013377189636
7400,0.6921774744987488
7500,0.6956821084022522
7600,0.6981933116912842
7700,0.7000896334648132
7800,0.7015742659568787
7900,0.7028017640113831
8000,0.7038495540618896
8100,0.7047544121742249
8200,0.7055631279945374
8300,0.7062880992889404
8400,0.7069545388221741
8500,0.7075769305229187
8600,0.7081637978553772
8700,0.7087143063545227
8800,0.7092390656471252
8900,0.7097418904304504
9000,0.7102224826812744
9100,0.7106900215148926
9200,0.711146891117096
9300,0.7115850448608398
9400,0.7120062112808228
9500,0.7124253511428833
9600,0.7128157019615173
9700,0.7132043838500977
9800,0.713588535785675
9900,0.7139710187911987
10000,0.7143352627754211
10100,0.714694082736969
10200,0.7150340676307678
10300,0.7153720259666443
10400,0.715701162815094
10500,0.716008186340332
10600,0.7163182497024536
10700,0.7166286706924438
10800,0.7169252038002014
10900,0.7172114253044128
11000,0.7174893617630005
11100,0.7177543640136719
11200,0.7180148363113403
11300,0.7182794809341431
11400,0.718529462814331
11500,0.7187682390213013
11600,0.7189954519271851
11700,0.7192150950431824
11800,0.7194479703903198
11900,0.7196634411811829
12000,0.7198700308799744
12100,0.7200726270675659
12200,0.7202671766281128
12300,0.7204537391662598
12400,0.7206359505653381
12500,0.7208269834518433
12600,0.7210031151771545
12700,0.721181333065033
12800,0.7213426232337952
12900,0.7215029001235962
13000,0.7216607332229614
13100,0.7218284010887146
13200,0.7219735980033875
13300,0.7221236228942871
13400,0.7222660779953003
13500,0.7224050164222717
13600,0.7225398421287537
13700,0.7226765155792236
13800,0.7228074073791504
13900,0.7229340076446533
14000,0.7230560779571533
14100,0.7231739163398743
14200,0.7233029007911682
14300,0.7234178781509399
14400,0.7235298752784729
14500,0.7236438989639282
14600,0.7237464785575867
14700,0.7238537073135376
14800,0.7239699959754944
14900,0.7240754961967468
15000,0.7241764664649963
15100,0.7242757678031921
15200,0.7243656516075134
15300,0.7244672775268555
15400,0.7245616316795349
15500,0.7246667742729187
15600,0.7247556447982788
15700,0.7248475551605225
15800,0.7249346971511841
15900,0.7250210046768188
16000,0.7251029014587402
16100,0.7251848578453064
16200,0.7252686619758606
16300,0.7253549098968506
16400,0.7254392504692078
16500,0.7255087494850159
16600,0.7255872488021851
16700,0.7256571054458618
16800,0.7257293462753296
16900,0.7258086204528809
17000,0.7258795499801636
17100,0.7259496450424194
17200,0.7260182499885559
17300,0.726082444190979
17400,0.7261539697647095
17500,0.7262251377105713
17600,0.726288914680481
17700,0.7263553738594055
17800,0.7264149188995361
17900,0.7264760732650757
18000,0.7265437245368958
18100,0.7266039252281189
18200,0.726662278175354
18300,0.7267118692398071
18400,0.7267749309539795
18500,0.7268330454826355
18600,0.7268920540809631
18700,0.7269573211669922
18800,0.7270033359527588
18900,0.7270529270172119
19000,0.7271057963371277
19100,0.7271576523780823
19200,0.7272182703018188
19300,0.7272680997848511
19400,0.7273144721984863
19500,0.7273647785186768
19600,0.7274131178855896
19700,0.7274563312530518
19800,0.72751384973526
19900,0.7275532484054565
20000,0.7276092767715454
20100,0.7276407480239868
20200,0.727692723274231
20300,0.7277346849441528
20400,0.727777361869812
20500,0.7278357148170471
20600,0.7278609871864319
20700,0.7279115319252014
20800,0.727951169013977
20900,0.7279940247535706
21000,0.7280292510986328
21100,0.7280874252319336
21200,0.7281152009963989
21300,0.7281531691551208
21400,0.7281902432441711
21500,0.7282274961471558
21600,0.7282626032829285
21700,0.7283090353012085
21800,0.7283467650413513
21900,0.7283788323402405
22000,0.728412389755249
22100,0.7284474968910217
22200,0.728488028049469
22300,0.7285151481628418
22400,0.7285557985305786
22500,0.7285915613174438
22600,0.7286234498023987
22700,0.7286531925201416
22800,0.7286829948425293
22900,0.7287134528160095
23000,0.7287434935569763
23100,0.7287729382514954
23200,0.7288115620613098
23300,0.7288438677787781
23400,0.728871762752533
23500,0.7289013862609863
23600,0.7289307713508606
23700,0.7289616465568542
23800,0.7289884090423584
23900,0.7290242314338684
24000,0.7290539145469666
24100,0.7290800213813782
24200,0.7291097640991211
24300,0.7291384339332581
24400,0.7291625142097473
24500,0.7291863560676575
24600,0.7292194962501526
24700,0.7292498350143433
24800,0.7292724251747131
24900,0.7292966842651367
25000,0.7293242812156677
25100,0.7293593883514404
25200,0.7293851971626282
25300,0.7294077277183533
25400,0.7294346690177917
25500,0.7294615507125854
25600,0.7294840216636658
25700,0.7295077443122864
25800,0.7295376658439636
25900,0.7295641303062439
26000,0.7295812368392944
26100,0.7296116948127747
26200,0.7296348810195923
26300,0.7296603322029114
26400,0.7296823859214783
26500,0.7297123074531555
26600,0.7297350764274597
26700,0.7297558784484863
26800,0.729777455329895
26900,0.7297987341880798
27000,0.7298280000686646
27100,0.7298542261123657
27200,0.7298802733421326
27300,0.7298970222473145
27400,0.729918360710144
27500,0.7299386858940125
27600,0.7299618721008301
27700,0.7299792766571045
27800,0.730006992816925
27900,0.7300286293029785
28000,0.7300482988357544
28100,0.7300690412521362
28200,0.7300870418548584
28300,0.7301051616668701
28400,0.7301244735717773
28500,0.7301461696624756
28600,0.7301741242408752
28700,0.7301884889602661
28800,0.7302165627479553
28900,0.730224609375
29000,0.7302424311637878
29100,0.7302680611610413
29200,0.7302853465080261
29300,0.7303175330162048
29400,0.7303208112716675
29500,0.7303380966186523
29600,0.7303653359413147
29700,0.7303740978240967
29800,0.7303888201713562
29900,0.7304067015647888
30000,0.7304322719573975
30100,0.7304471135139465
30200,0.7304643988609314
30300,0.7304808497428894
30400,0.7304983139038086
30500,0.7305130362510681
30600,0.7305376529693604
30700,0.7305538058280945
30800,0.7305698394775391
30900,0.7305755019187927
31000,0.7306002378463745
31100,0.7306153178215027
31200,0.7306309342384338
31300,0.7306438088417053
31400,0.7306643128395081
31500,0.7306804060935974
31600,0.7306943535804749
31700,0.7307092547416687
31800,0.7307230234146118
31900,0.7307450771331787
32000,0.7307593822479248
32100,0.7307708263397217
32200,0.7307870388031006
32300,0.730799674987793
32400,0.7308167815208435
32500,0.7308281064033508
32600,0.7308401465415955
32700,0.7308609485626221
32800,0.7308762669563293
32900,0.7308873534202576
33000,0.7309058904647827
33100,0.7309134006500244
33200,0.7309253215789795
33300,0.7309545278549194
33400,0.730966329574585
33500,0.7309785485267639
33600,0.730991005897522
33700,0.731004536151886
33800,0.7310141324996948
33900,0.731029212474823
34000,0.7310409545898438
34100,0.7310543060302734
34200,0.7310656905174255
34300,0.7310861349105835
34400,0.7310972809791565
34500,0.7311093807220459
34600,0.731122612953186
34700,0.7311328053474426
34800,0.7311539053916931
34900,0.731164276599884
35000,0.7311757206916809
35100,0.7311878800392151
35200,0.731198251247406
35300,0.7312100529670715
35400,0.7312206625938416
35500,0.7312330603599548
35600,0.7312480211257935
35700,0.7312555909156799
35800,0.7312727570533752
35900,0.7312818765640259
36000,0.731293797492981
36100,0.7313039898872375
36200,0.7313248515129089
36300,0.7313336133956909
36400,0.731344997882843
36500,0.7313539981842041
36600,0.7313649654388428
36700,0.731377363204956
36800,0.7313854694366455
36900,0.7314053177833557
37000,0.7314171195030212
37100,0.7314246296882629
37200,0.7314348816871643
37300,0.7314451932907104
37400,0.7314534187316895
37500,0.7314642071723938
37600,0.7314856648445129
37700,0.7315069437026978
37800,0.7315056920051575
37900,0.7315148711204529
38000,0.7315241098403931
38100,0.7315345406532288
38200,0.7315424680709839
38300,0.7315320372581482
38400,0.7315611839294434
38500,0.7315676808357239
38600,0.73158198595047
38700,0.7315908670425415
38800,0.7316004037857056
38900,0.7316079139709473
39000,0.7316145300865173
39100,0.7316249012947083
39200,0.7316308617591858
39300,0.7316368222236633
39400,0.7316501140594482
39500,0.7316581606864929
39600,0.7316674590110779
39700,0.7316740155220032
39800,0.7316802740097046
39900,0.7316988110542297
40000,0.7317060232162476
40100,0.7317143082618713
40200,0.7317208647727966
40300,0.7317249774932861
40400,0.7317370772361755
40500,0.7317423820495605
40600,0.7317483425140381
40700,0.7317543029785156
40800,0.7317685484886169
40900,0.7317755222320557
41000,0.7317829132080078
41100,0.7317888736724854
41200,0.7317948341369629
41300,0.7318177819252014
41400,0.7318230271339417
41500,0.7318289875984192
41600,0.7318349480628967
41700,0.7318471670150757
41800,0.7318501472473145
41900,0.7318559885025024
42000,0.73186194896698
42100,0.7318679094314575
42200,0.7318738698959351
42300,0.731890082359314
42400,0.731895387172699
42500,0.731901228427887
42600,0.7319071888923645
42700,0.7319221496582031
42800,0.731924295425415
42900,0.7319300770759583
43000,0.7319360375404358
43100,0.7319429516792297
43200,0.7319491505622864
43300,0.7319549918174744
43400,0.7319609522819519
43500,0.7319745421409607
43600,0.7319814562797546
43700,0.7319875359535217
43800,0.7319936752319336
43900,0.731999933719635
44000,0.7320056557655334
44100,0.73201984167099
44200,0.732024073600769
44300,0.7320328950881958
44400,0.7320354580879211
44500,0.7320412397384644
44600,0.7320518493652344
44700,0.7320551872253418
44800,0.7320611476898193
44900,0.7320750951766968
45000,0.7320765852928162
45100,0.7320849299430847
45200,0.7321000099182129
45300,0.7320954203605652
45400,0.7321007251739502
45500,0.7321180105209351
45600,0.7321216464042664
45700,0.7321272492408752
45800,0.7321315407752991
45900,0.7321375608444214
46000,0.732144832611084
46100,0.7321479320526123
46200,0.7321538925170898
46300,0.7321598529815674
46400,0.7321727871894836
46500,0.7321784496307373
46600,0.7321822047233582
46700,0.7321879863739014
46800,0.7321919202804565
46900,0.7322108745574951
47000,0.7322106957435608
47100,0.7322154641151428
47200,0.7322214245796204
47300,0.7322271466255188
47400,0.732231080532074
47500,0.7322362661361694
47600,0.732242226600647
47700,0.7322584390640259
47800,0.7322618365287781
47900,0.7322643995285034
48000,0.7322704792022705
48100,0.7322747111320496
48200,0.7322806715965271
48300,0.7322863936424255
48400,0.7322896718978882
48500,0.7322937846183777
48600,0.7323041558265686
48700,0.7323158979415894
48800,0.732313871383667
48900,0.7323184013366699
49000,0.7323264479637146
49100,0.7323275804519653
49200,0.7323290109634399
49300,0.7323395013809204
49400,0.7323521971702576
49500,0.7323476076126099
49600,0.7323504090309143
49700,0.7323530912399292
49800,0.7323588728904724
49900,0.732360303401947
50000,0.7323698401451111
50100,0.7323710322380066
50200,0.7323760390281677
50300,0.7323822975158691
50400,0.7323827743530273
50500,0.7323850989341736
50600,0.7324005961418152
50700,0.732401967048645
50800,0.7324027419090271
50900,0.7324069738388062
51000,0.7324076890945435
51100,0.7324076890945435
51200,0.7324076890945435
51300,0.7324175834655762
51400,0.7324158549308777
51500,0.732416570186615
51600,0.7324166297912598
51700,0.7324294447898865
51800,0.7324325442314148
51900,0.7324343323707581
52000,0.7324379682540894
52100,0.7324386239051819
52200,0.7324386239051819
52300,0.7324439883232117
52400,0.7324448227882385
52500,0.7324449419975281
52600,0.7324557900428772
52700,0.7324590682983398
52800,0.7324605584144592
52900,0.7324643731117249
53000,0.7324656248092651
